First Name,Last Name,Customer Name,Education,Income,Loyalty Number,Customer_ID
Tamiko,Canizales,Tamiko Canizales,Bachelor,36794,283983,5795403430486655496
Adriana,Wickus,Adriana Wickus,Bachelor,56701,283986,-889746276412419718
Jerri,Shoulta,Jerri Shoulta,Bachelor,35033,283994,1152006295572370495
Jessica,Sochocki,Jessica Sochocki,Bachelor,92296,284039,-8255805702996895352
Leif,Oflahrity,Leif Oflahrity,Bachelor,42526,284046,-3323055519037618767
Bernardine,Edmonston,Bernardine Edmonston,Bachelor,31686,284059,2264032494400197851
Bobbie,Shasky,Bobbie Shasky,Bachelor,57659,284065,2196042123016829760
Rochell,Urie,Rochell Urie,Bachelor,79681,284109,-1241864579206666627
Lionel,Buzbee,Lionel Buzbee,Bachelor,98235,284110,6936900532329719313
Crystle,Angelotti,Crystle Angelotti,Bachelor,89030,284132,7587968621516252850
Betsy,Bjornstrom,Betsy Bjornstrom,Bachelor,52721,284136,-4046773207666289714
Nga,Hachez,Nga Hachez,Bachelor,23649,284146,-8778384684661930106
Ashley,Slankard,Ashley Slankard,Bachelor,47823,284154,-8294342700637952745
Idell,Pryor,Idell Pryor,Bachelor,75556,284156,8310060116465867092
Juan,Ferenc,Juan Ferenc,Bachelor,94903,284168,-2729383317997149985
Shin,Killean,Shin Killean,Bachelor,95550,284293,-2087286986091689593
Clair,Feld,Clair Feld,Bachelor,47234,284316,-86183474117681073
Calvin,Dipietrantoni,Calvin Dipietrantoni,High School or Below,20282,284347,-7227550312480093584
Bernard,Drown,Bernard Drown,Doctor,16097,284362,3912038592234701670
Shelby,Rosebrook,Shelby Rosebrook,Bachelor,39317,284392,2768025284302915594
Qiana,Souffrant,Qiana Souffrant,Bachelor,56044,284396,-5016612807271803988
Yuk,Laregina,Yuk Laregina,Bachelor,79157,284419,2210665548862879123
Macie,Kirtland,Macie Kirtland,Doctor,23827,284442,-2737256800878847025
Fermina,Adami,Fermina Adami,Bachelor,72196,284586,1000428551721206971
Rachal,Wojtowich,Rachal Wojtowich,Bachelor,26245,284610,3764520854876490574
Hanna,Seweall,Hanna Seweall,Bachelor,99159,284618,-6692171046181592505
Cristobal,Silovich,Cristobal Silovich,High School or Below,24030,284619,1401413841234772245
Patricia,Susoev,Patricia Susoev,Bachelor,49161,284620,-5441736637269985545
Sherell,Cowie,Sherell Cowie,Master,20228,284658,-8341151699564413974
Brenda,Darrisaw,Brenda Darrisaw,Bachelor,35970,284679,-3535482403867338542
Young,Brisk,Young Brisk,Bachelor,25048,284696,-5638957220036012124
Kayce,Tumolo,Kayce Tumolo,Bachelor,54094,284704,384872437794090712
Gay,Burgman,Gay Burgman,Bachelor,60920,284707,5111326495394238696
Jeanene,Tolentino,Jeanene Tolentino,High School or Below,15505,284712,1755889095556260581
Terese,Mcniel,Terese Mcniel,Bachelor,92766,284749,-8365914062418804515
Crissy,Ewoldt,Crissy Ewoldt,Bachelor,42780,284774,-3954518970586004840
Celestine,Bulosan,Celestine Bulosan,Bachelor,71135,284782,-4015964496340565923
Inger,Thomer,Inger Thomer,Bachelor,71391,284795,3140331813933143506
Garrett,Fackrell,Garrett Fackrell,Bachelor,71684,284800,-6792255354302508391
Delana,Vogelsberg,Delana Vogelsberg,Bachelor,89546,284832,-6204222120139228017
Talisha,Skaare,Talisha Skaare,Master,13528,284848,-8757216784860651117
Ardelle,Shelquist,Ardelle Shelquist,Bachelor,81491,284850,-2997294872293008946
Virginia,Mohmand,Virginia Mohmand,Master,11721,284861,-8083890386651844959
Ola,Vanbeek,Ola Vanbeek,Bachelor,31572,284866,-1364057851850001713
Sonny,Cooksey,Sonny Cooksey,Bachelor,86305,284876,-4659851193788199174
Davina,Galyon,Davina Galyon,Bachelor,76266,284892,-4424432303227565791
Gerald,Stoebner,Gerald Stoebner,Bachelor,37876,284956,-1453809964255893652
Shana,Hofheimer,Shana Hofheimer,Bachelor,27861,284960,7028786596452577983
Stephane,Gambardella,Stephane Gambardella,Bachelor,24195,284976,-1345164818537108746
Joye,Lollie,Joye Lollie,Bachelor,52216,284996,2332043545984297927
Cassaundra,Hoemann,Cassaundra Hoemann,Bachelor,76839,285035,529015834611078447
Vada,Eafford,Vada Eafford,Bachelor,25595,285074,749245151795578543
Mitchel,Mcravin,Mitchel Mcravin,Bachelor,58577,285080,8423743220669409765
Xavier,Hasegawa,Xavier Hasegawa,Bachelor,93102,285105,69884473734837958
Shonta,Pezzetti,Shonta Pezzetti,Bachelor,39891,285163,2418872521748236179
Brian,Odle,Brian Odle,Doctor,22594,285173,7675148408397568060
Carissa,Vongkhamphanh,Carissa Vongkhamphanh,Bachelor,26023,285184,8248251196833510877
Alexandra,Costabile,Alexandra Costabile,Bachelor,59414,285220,-7989980453543596898
Hettie,Candill,Hettie Candill,Bachelor,42803,285221,-2155481226226266838
Tiffanie,Newbound,Tiffanie Newbound,Bachelor,61321,285236,-7216702291213350178
Florine,Hainds,Florine Hainds,Bachelor,83761,285253,5604877655373540886
Donita,Smead,Donita Smead,Bachelor,32245,285264,-3431458991512461111
Gerry,Desormeaux,Gerry Desormeaux,Bachelor,61846,285303,-498743494462915289
Clement,Aschoff,Clement Aschoff,Bachelor,66203,285316,-4818029092011128278
Elmira,Finkler,Elmira Finkler,Doctor,16181,285335,4490014150001851856
Shayna,Satow,Shayna Satow,Bachelor,51066,285371,-790378629073496759
Corrin,Arter,Corrin Arter,Bachelor,37751,285380,-1965435346437547377
Ola,Saffell,Ola Saffell,Bachelor,86321,285397,-7429469183829805137
Lakeshia,Kosters,Lakeshia Kosters,Bachelor,59207,285400,6079669915430644456
Florinda,Carnoske,Florinda Carnoske,Bachelor,92864,285411,-6739950480730989581
Daryl,Salzano,Daryl Salzano,Bachelor,58443,285418,7390008858256708376
Stasia,Duenke,Stasia Duenke,Bachelor,63297,285426,6653257341049657648
Britni,Younker,Britni Younker,Master,15520,285436,-8176040186262256785
Talisha,Brundige,Talisha Brundige,Bachelor,20954,285445,-8464167384733293341
Paulette,Pankey,Paulette Pankey,High School or Below,20079,285452,-7688265720429585394
Celestina,Larance,Celestina Larance,Bachelor,77524,285485,7708213984197198015
Michale,Beiley,Michale Beiley,Bachelor,20309,285538,-1110377915204571383
Thomasena,Sidney,Thomasena Sidney,Bachelor,46239,285568,2906389767987076399
Angel,Gruis,Angel Gruis,Bachelor,36268,285631,3016746833352749346
Hue,Macek,Hue Macek,Bachelor,76731,285636,-7588924627508362210
Horacio,Arbon,Horacio Arbon,Bachelor,25075,285643,1080753827154622952
Yolando,Schuh,Yolando Schuh,Bachelor,92864,285653,7280804088172823886
Chadwick,Baus,Chadwick Baus,Master,13663,285727,-4865842059723310658
Flossie,Martorell,Flossie Martorell,Bachelor,36428,285738,5496493188985181327
Teofila,Muckelroy,Teofila Muckelroy,Bachelor,77577,285748,4604077491423951318
Rebbeca,Emberling,Rebbeca Emberling,Bachelor,35482,285759,351140785243405078
Merrill,Lange,Merrill Lange,Bachelor,31841,285776,8351439708893522292
Felicitas,Kiebler,Felicitas Kiebler,Bachelor,59821,285782,4116307903029338487
Rosalba,Scholl,Rosalba Scholl,Bachelor,47945,285809,3083990511809110323
Jamar,Krason,Jamar Krason,Doctor,21986,285820,1063648778387526476
Irvin,Horn,Irvin Horn,Bachelor,91942,285825,6970866052970237124
Shantelle,Loeffler,Shantelle Loeffler,Bachelor,24495,285831,-6964946244112228750
Rosita,Gruis,Rosita Gruis,Bachelor,65727,285849,8237405266524109165
Tyrell,Bogle,Tyrell Bogle,Master,19782,285893,-8719352647903864608
Shelba,Monat,Shelba Monat,Bachelor,34974,285909,8605493470809798198
Bertram,Kyzer,Bertram Kyzer,Doctor,29051,285925,-3751708997665352617
Glen,Randall,Glen Randall,Bachelor,60021,285938,-8366587472014960226
Chester,Cruthers,Chester Cruthers,Bachelor,48911,285942,6704901519818009526
Bennie,Lifton,Bennie Lifton,Bachelor,59803,285982,3151210648372885556
Chloe,Ghaor,Chloe Ghaor,Bachelor,39317,285995,3405275637933004454
Darin,Vanderschel,Darin Vanderschel,Bachelor,20868,285999,2351921089329408063
Adria,Denicola,Adria Denicola,Doctor,16181,286013,-4545578234565040644
Damaris,Michaux,Damaris Michaux,Bachelor,38492,286023,-1655945990036468058
Brett,Llanas,Brett Llanas,Bachelor,52135,286115,-2640557178486553003
Dusti,Enrico,Dusti Enrico,Doctor,26303,286129,-4798244060789659724
Grayce,Ruda,Grayce Ruda,Bachelor,69921,286134,1053876171456658800
Lucille,Gentz,Lucille Gentz,Bachelor,20656,286145,-6854485414607804466
Cary,Mruczek,Cary Mruczek,Bachelor,95647,286182,-6957693245480966603
Bernardine,Easterlin,Bernardine Easterlin,Bachelor,37995,286225,-3117237243402541354
Herlinda,Osick,Herlinda Osick,Bachelor,28045,286240,4707329772720450282
Liliana,Mantel,Liliana Mantel,Bachelor,44222,286262,-1676319183411752606
France,Adamek,France Adamek,Bachelor,25564,286314,-770149089907871164
Rozella,Birdin,Rozella Birdin,Bachelor,66900,286345,-6849891984816352158
Daron,Rettkowski,Daron Rettkowski,Bachelor,28505,286384,-872811607863367940
Honey,Cirillo,Honey Cirillo,Bachelor,79270,286414,-7736006844621811212
Isiah,Pharris,Isiah Pharris,Bachelor,52707,286417,-3303819745196512967
Elisabeth,Danford,Elisabeth Danford,Bachelor,36791,286440,-623743094063966263
Carl,Pozos,Carl Pozos,Bachelor,36650,286450,-6979434641692862783
Gilda,Baraban,Gilda Baraban,Bachelor,36084,286457,6709374563524074262
Domingo,Spika,Domingo Spika,Bachelor,24967,286461,-4385488778692336838
Santos,Balmores,Santos Balmores,Bachelor,55407,286480,1439275058917816960
Latrina,Patuel,Latrina Patuel,Bachelor,95241,286523,2168951000921901926
Marlen,Sylvian,Marlen Sylvian,Bachelor,94389,286530,-8805631337780679932
Iliana,Petricka,Iliana Petricka,Bachelor,58109,286551,-7924085330702759415
Romaine,Gusman,Romaine Gusman,Bachelor,21975,286558,8692861916758138864
Garnett,Hattabaugh,Garnett Hattabaugh,Bachelor,74298,286586,-6192166253853437411
Joleen,Wheelwright,Joleen Wheelwright,High School or Below,12430,286589,-3134017827235241598
Barbar,Gulyas,Barbar Gulyas,Bachelor,43758,286611,5077054358320824713
Maryellen,Schlossman,Maryellen Schlossman,Bachelor,29365,286614,5411421018703771832
Elvin,Suddarth,Elvin Suddarth,Bachelor,81872,286636,3450656420204392371
Nubia,Stogsdill,Nubia Stogsdill,Bachelor,76374,286641,1766496507331810548
Enoch,Roland,Enoch Roland,Bachelor,24599,286653,1228294784411833693
Hayley,Laverriere,Hayley Laverriere,High School or Below,22520,286656,4371521861881202539
Nikole,Peatman,Nikole Peatman,Bachelor,65978,286675,-3431162574898640429
Edra,Sabori,Edra Sabori,Bachelor,77846,286677,5599985094708143396
Shelly,Blanche,Shelly Blanche,Bachelor,52018,286691,7521700984121880059
Tillie,Odwyer,Tillie Odwyer,Bachelor,80580,286718,-8367618834544245080
Art,Kazabi,Art Kazabi,Doctor,25663,286749,1575524228597932566
Monet,Querta,Monet Querta,Doctor,19864,286764,2125798790699941048
Malinda,Maruco,Malinda Maruco,Bachelor,82477,286822,6790254494666132410
Tamara,Vanhee,Tamara Vanhee,Bachelor,98132,286883,8774085694941550364
Mercy,Bracco,Mercy Bracco,Bachelor,40794,286927,-6491426273251689598
Tristan,Lamanna,Tristan Lamanna,Bachelor,97065,286954,274375057089440449
Dwain,Tukis,Dwain Tukis,Bachelor,80210,286972,-8414454057511967157
Felisa,Knezevic,Felisa Knezevic,Bachelor,37009,286975,-39308814214396315
Leighann,Vogland,Leighann Vogland,High School or Below,11343,286989,1672275073093695248
Trevor,Benak,Trevor Benak,Bachelor,66371,287042,-2197395858227099347
Renetta,Highbaugh,Renetta Highbaugh,Bachelor,22134,287084,-7104508183760349954
Aurelia,Monsma,Aurelia Monsma,High School or Below,17576,287088,7749472091926240305
Kimber,Sevaaetasi,Kimber Sevaaetasi,Bachelor,68776,287097,3463885345263594169
Antonio,Cruff,Antonio Cruff,Bachelor,83838,287128,-1423863695495619114
Evan,Burks,Evan Burks,Bachelor,20587,287137,-8265447537951134386
Tandra,Gamache,Tandra Gamache,Bachelor,25785,287175,-427075392296061447
Josiah,Kallal,Josiah Kallal,High School or Below,17150,287211,8202251041922600363
Bethanie,Ousley,Bethanie Ousley,Bachelor,72096,287212,-1121564419212019174
Lucy,Thull,Lucy Thull,Bachelor,61040,287232,2908062816595722628
Kesha,Winfree,Kesha Winfree,Master,17752,287234,-4203247900548914996
Cameron,Simmelink,Cameron Simmelink,Bachelor,50943,287235,5581919093086528880
Soon,Mittelstedt,Soon Mittelstedt,Bachelor,86721,287242,5864159301901041579
Judi,Vitkus,Judi Vitkus,Bachelor,23032,287249,-5546516762645694929
Werner,Guisti,Werner Guisti,Bachelor,40467,287254,-1730613133297588877
Lauri,Hibert,Lauri Hibert,Bachelor,72026,287266,-903062929025123484
Cherelle,Shurts,Cherelle Shurts,Bachelor,62338,287268,6713035937890645795
Josiah,Axline,Josiah Axline,High School or Below,13037,287276,273255612419051013
Sandie,Delille,Sandie Delille,Bachelor,45032,287353,7578817487247818383
Chanel,Lave,Chanel Lave,Bachelor,46587,287376,-5135749449073939394
Lue,Tippit,Lue Tippit,Bachelor,62634,287489,-484384412881835832
Niesha,Mccoon,Niesha Mccoon,Bachelor,50985,287533,5717442831950676900
Cleta,Councill,Cleta Councill,Bachelor,67572,287575,-2083430659777619639
Nguyet,Guialdo,Nguyet Guialdo,Bachelor,36084,287591,1934207633871445060
Thaddeus,Noto,Thaddeus Noto,Bachelor,62258,287593,5165525204064002026
Shana,Morini,Shana Morini,Bachelor,95621,287643,7839075710464627581
Ila,Pellum,Ila Pellum,High School or Below,17658,287676,-288273229338745096
Dion,Partridge,Dion Partridge,Bachelor,78596,287690,-7260259871777942403
Rocky,Wattles,Rocky Wattles,Bachelor,51001,287721,778197191873238190
Sherita,Hailey,Sherita Hailey,Bachelor,40635,287738,-353198497615080952
Ara,Pallanes,Ara Pallanes,Bachelor,80744,287748,-1364520822049541699
Armida,Occhuizzo,Armida Occhuizzo,Doctor,14606,287773,5723632180611317840
Leoma,Kearsley,Leoma Kearsley,Bachelor,33816,287778,-5158312230909414325
Thanh,Gallet,Thanh Gallet,Master,13663,287798,-2180388043644595147
Min,Damelio,Min Damelio,Bachelor,60613,287799,-7014515077310483658
Irmgard,Posusta,Irmgard Posusta,Bachelor,69781,287847,-8060439243746260965
Shari,Skeen,Shari Skeen,Bachelor,88842,287884,-5793479324316190598
Maia,Hegstad,Maia Hegstad,Bachelor,47234,287927,-8018487863064133210
Hsiu,Sheats,Hsiu Sheats,Bachelor,79189,287939,-2894153020817351860
Tammie,Bruening,Tammie Bruening,Bachelor,68236,287940,5401635255055361837
Melida,Mullinex,Melida Mullinex,Bachelor,37937,287962,1244711137012295296
Hassie,Mcilrath,Hassie Mcilrath,High School or Below,13088,287979,7802521240297339178
Dannette,Guajardo,Dannette Guajardo,Bachelor,69991,287986,3250732542975381475
Leanna,Nordling,Leanna Nordling,Bachelor,31027,288015,1978349309969249835
Ali,Mansfield,Ali Mansfield,Bachelor,25820,288018,-5728696808803002711
Salvador,Foote,Salvador Foote,High School or Below,17576,288045,4643692460904765894
Benton,Kirkhart,Benton Kirkhart,Bachelor,43860,288097,3750313994775666226
Giuseppe,Niquette,Giuseppe Niquette,Bachelor,67840,288112,-7111119975169312493
Lottie,Gawthorp,Lottie Gawthorp,Doctor,12062,288123,-6096868927413399066
Hien,Schnee,Hien Schnee,Bachelor,22244,288137,7714682252112745390
Nola,Schorzman,Nola Schorzman,Bachelor,51066,288160,2758824494055918489
Mozelle,Hornoff,Mozelle Hornoff,Bachelor,49057,288164,-3970700582523764092
Amee,Ennen,Amee Ennen,Bachelor,69833,288183,9081599024420856563
Liliana,Lewars,Liliana Lewars,Bachelor,34335,288194,6641837997193390307
Roselee,Scoresby,Roselee Scoresby,Bachelor,74270,288217,6970228270446562198
Nevada,Edmerson,Nevada Edmerson,Bachelor,36301,288255,8088676462809962698
Doria,Rancatti,Doria Rancatti,Bachelor,25965,288278,630481731181077597
Kelsey,Cefalo,Kelsey Cefalo,Bachelor,43922,288279,-8460920456716240294
Brigitte,Boyle,Brigitte Boyle,Bachelor,48269,288307,-8505892326273136330
Shad,Garavaglia,Shad Garavaglia,Doctor,22239,288380,-7867332654027718005
Isaac,Manfra,Isaac Manfra,Bachelor,28377,288435,5070996398771065989
Kelley,Vinci,Kelley Vinci,Bachelor,43460,288451,-4047173451598148360
Oliva,Simzer,Oliva Simzer,Bachelor,68562,288483,2652209263940570070
Dorathy,Sokol,Dorathy Sokol,Bachelor,44891,288491,8540430275487533034
Genoveva,Cirella,Genoveva Cirella,Bachelor,61584,288495,-1968538589879102048
Yadira,Adzhabakyan,Yadira Adzhabakyan,Bachelor,28377,288500,-7339049533304337064
Rod,Mckee,Rod Mckee,Bachelor,85412,288514,2200193925933171588
Lamar,Bourdon,Lamar Bourdon,Master,20993,288540,-3825212233727415538
Horacio,Romm,Horacio Romm,Bachelor,30887,288545,-7045589100474248568
Lourdes,Freel,Lourdes Freel,Bachelor,32330,288585,3921252361938717701
Rigoberto,Tieger,Rigoberto Tieger,Bachelor,96314,288592,-5814477522492255051
Deangelo,Vea,Deangelo Vea,High School or Below,13037,288593,6047330370416962180
Brooks,Krigbaum,Brooks Krigbaum,Bachelor,52216,288612,3390075798563012976
Caprice,Remmele,Caprice Remmele,Bachelor,58781,288634,202433323219963602
Leida,Lish,Leida Lish,Master,16972,288636,-4653957341169749775
Kristle,Baughan,Kristle Baughan,Bachelor,71656,288687,7526404485735698651
Arron,Rissman,Arron Rissman,Master,10180,288714,-3765816142908550383
Siu,Brigham,Siu Brigham,Bachelor,28360,288735,2747181573838441855
Willard,Stageman,Willard Stageman,High School or Below,17331,288774,8437769570959700875
Dannie,Stoskopf,Dannie Stoskopf,Bachelor,22853,288776,-1892641441009502596
Eun,Willoughby,Eun Willoughby,Bachelor,57338,288790,76322107875658380
Shantel,Deshazo,Shantel Deshazo,Doctor,20031,288816,-8182622984360198792
Abby,Quinton,Abby Quinton,Bachelor,70725,288866,36070145881763115
Marcel,Lafleur,Marcel Lafleur,Bachelor,64478,288867,8096230043951922819
Caterina,Cockerham,Caterina Cockerham,Bachelor,58651,288878,-7982596493066997545
Latasha,Schmelzle,Latasha Schmelzle,Bachelor,41025,288950,1530946478818050765
Allison,Harlan,Allison Harlan,Bachelor,46621,288952,8512094561401349031
Audry,Singh,Audry Singh,Bachelor,33415,288995,7219127219306787164
Mai,Partible,Mai Partible,Bachelor,40864,289015,-5464959477790594910
Leonida,Rulnick,Leonida Rulnick,Bachelor,91469,289018,-9156558006808998561
Elinor,Delamarter,Elinor Delamarter,Bachelor,24851,289032,-7556359882136963095
Georgeanna,Wackman,Georgeanna Wackman,Bachelor,29227,289040,-6452513653410310713
Lovetta,Trevisan,Lovetta Trevisan,Bachelor,27722,289047,6766843182114739460
Dong,Palczewski,Dong Palczewski,Bachelor,29757,289092,-3418927423091884983
Hong,Nickolas,Hong Nickolas,Bachelor,78046,289133,1506129126646292173
Donny,Czuba,Donny Czuba,Bachelor,75909,289134,738398141711919924
Leigh,Chappo,Leigh Chappo,Bachelor,29098,289139,-3183712145610776309
Trinidad,Lomack,Trinidad Lomack,Bachelor,58082,289151,-3141190217234009943
Jonah,Macer,Jonah Macer,High School or Below,29439,289158,-1240818863896390752
Marcell,Doliveira,Marcell Doliveira,Bachelor,29066,289162,1158568673808712997
Corine,Nesheim,Corine Nesheim,Bachelor,32802,289177,662548840163619715
Parthenia,Xia,Parthenia Xia,Bachelor,33947,289184,4024124598254304282
Annabell,Cowdery,Annabell Cowdery,Bachelor,43199,289238,8329314829626291991
Harold,Mein,Harold Mein,Bachelor,84376,289239,-2263682584673373027
Carrie,Parry,Carrie Parry,Bachelor,20440,289253,8534573139919219067
Doreen,Lipsett,Doreen Lipsett,Bachelor,41479,289273,-5370680850418416311
Lyndia,Osuna,Lyndia Osuna,Bachelor,25180,289294,-295815924918125333
Patrick,Yazdani,Patrick Yazdani,Bachelor,48597,289296,3355279038480518671
Tracey,Petitto,Tracey Petitto,Bachelor,57135,289308,-6394260603116245355
Wilbert,Buda,Wilbert Buda,Bachelor,97666,289323,-1488024571432807444
Maryetta,Thibault,Maryetta Thibault,Doctor,12261,289354,6456514781672017426
Lawana,Gudmundson,Lawana Gudmundson,Bachelor,26848,289361,6109542494233763678
Carroll,Beary,Carroll Beary,Bachelor,38772,289365,-4473127105253485153
Lois,Ybarbo,Lois Ybarbo,Master,19614,289383,-3261451060780596531
Rachal,Otterson,Rachal Otterson,Bachelor,74069,289387,-5844970100854578196
Isaiah,Witherington,Isaiah Witherington,Bachelor,83365,289397,-2695097097800310513
Barton,Arkin,Barton Arkin,Bachelor,69844,289401,-3672597061940472272
Asia,Desloge,Asia Desloge,Bachelor,34115,289423,-3156698475240665633
Lashawna,Schlappi,Lashawna Schlappi,Bachelor,70047,289424,-3302883880847685008
Goldie,Patronella,Goldie Patronella,Bachelor,81531,289433,-1712007714475278519
Trinity,Galow,Trinity Galow,Bachelor,67249,289472,3060786434786005899
Lorina,Tinney,Lorina Tinney,Bachelor,66169,289475,2123456221982004269
Frances,Cotterman,Frances Cotterman,Bachelor,59665,289476,5924289422171118180
Joshua,Ashly,Joshua Ashly,Bachelor,45428,289514,-7324477040388370637
Donovan,Meaden,Donovan Meaden,Bachelor,67267,289516,-3260727413874653224
Jacob,Ohmen,Jacob Ohmen,High School or Below,14616,289523,1636761781723620121
Fran,Hollopeter,Fran Hollopeter,Bachelor,76356,289545,-2502518838856705753
Leora,Ulstad,Leora Ulstad,Bachelor,59592,289552,-53667189682090958
Boris,Gatto,Boris Gatto,Bachelor,81285,289571,-6617101761808465235
Sharolyn,Tadlock,Sharolyn Tadlock,Bachelor,61108,289595,-8676088669091780625
Jamila,Mathia,Jamila Mathia,Bachelor,40864,289606,-5222485900689573322
Bobby,Rons,Bobby Rons,Bachelor,74300,289610,7807425911854857439
Rosalva,Kottke,Rosalva Kottke,Doctor,23815,289613,-2734679185688586432
Maryalice,Rivello,Maryalice Rivello,Bachelor,84824,289665,8367949473732417901
Alexander,Earley,Alexander Earley,Bachelor,46900,289689,-2476270172764918447
Tristan,Doucet,Tristan Doucet,Bachelor,98192,289732,-8593402213890393761
Gregg,Helsel,Gregg Helsel,Bachelor,30752,289737,5701754772540058240
Grayce,Normandin,Grayce Normandin,Bachelor,63422,289768,2886718447020470342
Casey,Cham,Casey Cham,Bachelor,35625,289798,-7899094863517132086
Sal,Scalzi,Sal Scalzi,Bachelor,25813,289813,3590914707369149750
Kaycee,Doerksen,Kaycee Doerksen,Bachelor,28506,289831,-1793714869682040247
Carolee,Cutten,Carolee Cutten,Bachelor,69379,289833,1421332563124956699
Arline,Schnepel,Arline Schnepel,Bachelor,24964,289841,8947457178692784771
Kathrine,Reglin,Kathrine Reglin,Master,22283,289850,-21015737471063932
Guillermo,Delozier,Guillermo Delozier,Doctor,20178,289863,-2492175193641802565
Peggy,Sculley,Peggy Sculley,Bachelor,45181,289891,-7355094433069155039
Noemi,Stronach,Noemi Stronach,Bachelor,55350,289892,2268695145513803229
Billi,Fontaine,Billi Fontaine,Bachelor,48887,289910,-1760640611360723649
Kathryn,Sanfiorenzo,Kathryn Sanfiorenzo,Bachelor,45356,289921,7092972500923985566
Terresa,Linginfelter,Terresa Linginfelter,Bachelor,39854,289936,3087988942354809192
Claudio,Chalifour,Claudio Chalifour,Master,19683,289949,-6940081794462353324
Hana,Niceswander,Hana Niceswander,Bachelor,29853,289968,6603068212815967081
Claribel,Vigorito,Claribel Vigorito,Bachelor,81145,289996,7431052856861372711
Frederick,Bastille,Frederick Bastille,Bachelor,58089,290024,8796386666158751258
Edra,Carasco,Edra Carasco,Bachelor,35091,290028,7898732836210310936
Felton,Bertsch,Felton Bertsch,Bachelor,26790,290080,-7844697178923730090
Edwardo,Hao,Edwardo Hao,Doctor,21114,290091,6594477129317807468
Stephania,Elk,Stephania Elk,Bachelor,57709,290109,-26450570656823449
Verlene,Zetino,Verlene Zetino,Bachelor,89025,290111,7277750418391826745
Marquita,Depuy,Marquita Depuy,Bachelor,76357,290134,-8805129759874165914
Marchelle,Wind,Marchelle Wind,Bachelor,41727,290167,3987806011042835365
Treva,Parrino,Treva Parrino,Bachelor,93715,290178,2544637677343442358
Claud,Gollman,Claud Gollman,Bachelor,59853,290194,8871944765380086527
Leon,Barends,Leon Barends,Bachelor,62777,290200,8619261969167667770
Daisy,Fedrick,Daisy Fedrick,Bachelor,55702,290204,771507248861071917
Lorette,Somer,Lorette Somer,Bachelor,31964,290215,-8097258579503202369
Stephen,Schiele,Stephen Schiele,Bachelor,52391,290225,659746332159200617
Adelaida,Feyen,Adelaida Feyen,Bachelor,59438,290249,-962775006998976766
Forrest,Orona,Forrest Orona,Bachelor,21331,290250,4049819419512923061
Leatrice,Pertee,Leatrice Pertee,Bachelor,70737,290251,-3108103061966524320
Cindie,Defalco,Cindie Defalco,Bachelor,22280,290362,-3055177757449930697
Esta,Arjona,Esta Arjona,High School or Below,23843,290378,-5621673099035738734
Mathilde,Arguilez,Mathilde Arguilez,Bachelor,42621,290395,1471151307758460335
Lourie,Pettigrove,Lourie Pettigrove,Master,25147,290428,719605724957094149
Jen,Isiminger,Jen Isiminger,Bachelor,36153,290442,3503720414366225838
Keeley,Zachmann,Keeley Zachmann,Bachelor,36212,290465,5267979235916806183
Doloris,Yarberry,Doloris Yarberry,Bachelor,94415,290501,3655704522255848382
Luciano,Stradley,Luciano Stradley,Bachelor,71333,290502,7053537706228812821
Thu,Casaus,Thu Casaus,Bachelor,48315,290506,-6206668791147909229
Hassie,Vecellio,Hassie Vecellio,Bachelor,51944,290507,3649872531375011442
Brigida,Bonine,Brigida Bonine,Bachelor,49414,290517,7993862092625289825
Sachiko,Smutny,Sachiko Smutny,Bachelor,35482,290554,1902789059898017971
Kathrine,Mullens,Kathrine Mullens,Doctor,17157,290564,4720661695640122901
Alease,Koon,Alease Koon,Master,22567,290568,-5425992447430588972
Dennise,Youngquist,Dennise Youngquist,Bachelor,75526,290582,-2769269572726570065
Porsche,Tausch,Porsche Tausch,Bachelor,54189,290599,-200615033588788303
Karoline,Parton,Karoline Parton,Bachelor,58007,290601,4713185268539640594
Silva,Guarriello,Silva Guarriello,Bachelor,58092,290620,-598536170441188128
Gene,Megeath,Gene Megeath,Bachelor,69205,290627,4880052478647420424
Elisha,Felderman,Elisha Felderman,Bachelor,22547,290638,-3716034793125024284
Gussie,Gildroy,Gussie Gildroy,Bachelor,53554,290676,2837161164611746139
Arletta,Woodburn,Arletta Woodburn,Bachelor,79090,290677,8634827840169043607
Gracia,Nelligan,Gracia Nelligan,Bachelor,39608,290717,6214346778180435510
Bettye,Edstrom,Bettye Edstrom,Bachelor,88495,290766,1716213103865335494
Lavona,Barberio,Lavona Barberio,High School or Below,28519,290771,4497750716181282302
Rhona,Brazeau,Rhona Brazeau,Doctor,19280,290780,-4676704910870237717
Carolina,Novida,Carolina Novida,Bachelor,58237,290895,-3989374506937052173
Allan,Homola,Allan Homola,Bachelor,60668,290902,-6189687912099517645
Antonio,Deinert,Antonio Deinert,Bachelor,66851,290939,-5020717496328587904
Cecila,Kashner,Cecila Kashner,Bachelor,68997,290944,1085110256783871861
Divina,Pankiw,Divina Pankiw,Bachelor,36463,290994,6362576152595125960
Ophelia,Weathersby,Ophelia Weathersby,Bachelor,81064,290997,6419461989310894865
Britany,Dayal,Britany Dayal,Bachelor,72302,291001,-8071587710752769102
Emely,Poss,Emely Poss,Bachelor,91814,291006,13558482368438639
Na,Louk,Na Louk,Bachelor,95351,291052,6386954089927572042
