First Name,Last Name,Customer Name,Education,Income,Loyalty Number,Customer_ID
Cleora,Zuchara,Cleora Zuchara,Bachelor,41546,233236,-8962545551287335071
Rafaela,Mefferd,Rafaela Mefferd,Bachelor,46998,233257,-2223990840584912702
Coralee,Haigh,Coralee Haigh,Master,14973,233264,-7025140978396171502
Alexis,Steidinger,Alexis Steidinger,Bachelor,74640,233270,-2345840650588709724
Alina,Martelle,Alina Martelle,High School or Below,23480,233278,1287168483296723604
Catalina,Ollendick,Catalina Ollendick,Bachelor,89420,233307,-7664324838061869507
Jan,Cantoni,Jan Cantoni,Bachelor,53944,233318,2079255714585751638
Otelia,Blondeau,Otelia Blondeau,Bachelor,52361,233330,2413693291079744343
Kitty,Evers,Kitty Evers,Bachelor,32224,233357,469050117711381620
Natalie,Trynowski,Natalie Trynowski,Bachelor,96832,233382,4384032383826717673
Rodrick,Beaufait,Rodrick Beaufait,Bachelor,43721,233390,-4601987862586906550
Allen,Medema,Allen Medema,Bachelor,65412,233392,-4328386046415630066
Tori,Turnley,Tori Turnley,Bachelor,47306,233398,-4996490732411770796
Kit,Heyveld,Kit Heyveld,Bachelor,98473,233431,-968880394889345119
Kelle,Schmied,Kelle Schmied,Bachelor,37586,233437,2300152024037840439
Carolyne,Dapas,Carolyne Dapas,Bachelor,93272,233459,7684571847403561129
Demetrice,Faddis,Demetrice Faddis,Bachelor,48567,233464,-490337375232094840
Anamaria,Huls,Anamaria Huls,Bachelor,20852,233470,-3792792841676317439
Juli,Gartrell,Juli Gartrell,Bachelor,42165,233555,7209660625404659755
Lakendra,Markle,Lakendra Markle,Bachelor,61006,233568,6874249791282144140
Juliana,Carpen,Juliana Carpen,Bachelor,41869,233605,-2892751354146953295
Cinda,Efaw,Cinda Efaw,Bachelor,21331,233615,7711617160529964265
Tesha,Hollopeter,Tesha Hollopeter,Doctor,11698,233677,3448164333859019160
Renee,Camberos,Renee Camberos,Bachelor,76283,233681,-2402355797803114498
Mavis,Omdahl,Mavis Omdahl,Bachelor,28056,233728,-7816108331350709615
Eufemia,Fitzmorris,Eufemia Fitzmorris,Bachelor,33043,233753,5381562757680271476
Estela,Candella,Estela Candella,Bachelor,31911,233766,1246736116999217353
Shay,Schult,Shay Schult,Bachelor,67798,233768,8081576575237572729
Nannette,Varrone,Nannette Varrone,Bachelor,37722,233782,-8959298431135885460
Perry,Rude,Perry Rude,Bachelor,37741,233821,-4912337512523851036
Mariah,Cisneros,Mariah Cisneros,Bachelor,73268,233831,9035626659802081403
Deidra,Geigle,Deidra Geigle,Bachelor,77627,233877,6882124078254469126
Hildred,Feleppa,Hildred Feleppa,Bachelor,59414,233918,2506091458547470057
Claris,Mayou,Claris Mayou,Bachelor,28743,233963,-8514197509619213108
Travis,Liberto,Travis Liberto,Bachelor,67575,233969,-7859582501042155261
Misha,Zubke,Misha Zubke,High School or Below,25852,233971,-5459645148599453891
Roseanna,Bakkala,Roseanna Bakkala,Doctor,12590,233979,8002247973374622095
Donald,Simerson,Donald Simerson,Bachelor,43054,233991,-276893387257575666
Jone,Seang,Jone Seang,Bachelor,92296,233997,-7676129085970161711
Rickie,Andreula,Rickie Andreula,Bachelor,83576,234040,-7502269724781527791
Melynda,Manfre,Melynda Manfre,Bachelor,23402,234047,7839541944101065535
Donita,Wilds,Donita Wilds,Bachelor,79253,234067,-3346156003911178313
Allyson,Dobis,Allyson Dobis,Bachelor,59207,234085,6719482808515699823
Antonia,Wais,Antonia Wais,Master,25251,234229,9111447780005973086
Sue,Peel,Sue Peel,Bachelor,50719,234246,2557544372387756869
Lucinda,Chalfant,Lucinda Chalfant,Bachelor,87382,234249,3229181985027585940
Xochitl,Maisano,Xochitl Maisano,Bachelor,58419,234256,4330705188360927396
Tessie,Mendenhall,Tessie Mendenhall,Bachelor,24423,234267,7311692687220706407
Robbie,Mcenroe,Robbie Mcenroe,Bachelor,30845,234285,-4210186238560793315
Gary,Nabor,Gary Nabor,Bachelor,66943,234293,5380027770098735701
Nanette,Velandia,Nanette Velandia,Bachelor,44279,234298,9051465122933269843
Mac,Ladieu,Mac Ladieu,High School or Below,29539,234310,55354069936621423
Erna,Blong,Erna Blong,Bachelor,86122,234320,-6481972287112987454
Nancie,Blee,Nancie Blee,Bachelor,57031,234354,-8231829442618913689
Elena,Denoble,Elena Denoble,Bachelor,26322,234373,-2361362256034584735
Janet,Schaetzle,Janet Schaetzle,Bachelor,24743,234388,5393499781091179466
Mauricio,Pepito,Mauricio Pepito,Bachelor,88218,234435,-4230873428212479033
Hyun,Corolis,Hyun Corolis,Bachelor,92593,234454,1318076460633827145
Santa,Alpert,Santa Alpert,Bachelor,82477,234474,-8089024589098195698
Shae,Mongold,Shae Mongold,Bachelor,30492,234486,2748794028420621255
Lakeesha,Fuller,Lakeesha Fuller,Bachelor,29598,234515,-2073845889812781844
Fidela,Dorris,Fidela Dorris,Doctor,10105,234543,-1883646703841462377
Billy,Domnick,Billy Domnick,Bachelor,69604,234555,8003107386169238349
Valentin,Biez,Valentin Biez,High School or Below,22885,234586,8220682468685017906
Theodore,John,Theodore John,Master,26802,234588,1096998225985269550
Joannie,Ribiero,Joannie Ribiero,Bachelor,41228,234589,9172333035378384396
Jeri,Robicheaux,Jeri Robicheaux,Bachelor,89689,234620,2943282561138203548
Monet,Niedermaier,Monet Niedermaier,Bachelor,86631,234630,-6799945053772839876
Barbar,Matelski,Barbar Matelski,Bachelor,22627,234633,-200792059054304357
Fleta,Kholodivker,Fleta Kholodivker,Bachelor,60607,234667,-6010386513941587608
Nakisha,Barrois,Nakisha Barrois,Bachelor,60909,234682,-3524894900683206822
Caridad,Daron,Caridad Daron,Master,23909,234807,-3434676291018489644
Iva,Crawhorn,Iva Crawhorn,Bachelor,26790,234823,-4582852740315343506
Jena,Bania,Jena Bania,Bachelor,70263,234836,-2243984668859639675
Idella,Sledd,Idella Sledd,Bachelor,49564,234847,6590276947129614498
Giuseppina,Hooe,Giuseppina Hooe,Bachelor,87777,234857,-5911708025364524693
Harriette,Ventola,Harriette Ventola,Bachelor,90443,234878,-8729909206778921531
Noel,Gulbrandsen,Noel Gulbrandsen,Bachelor,37998,234884,-8003909442131211106
Amiee,Garey,Amiee Garey,Bachelor,37722,234888,-733225790908501347
Malcom,Barresi,Malcom Barresi,Bachelor,40154,234895,-7213102328557961128
Dalia,Marcel,Dalia Marcel,Bachelor,52583,234915,8980213728831087585
Katharyn,Maese,Katharyn Maese,Bachelor,30814,234917,-1219657217581420222
Gaynell,Garmoe,Gaynell Garmoe,Bachelor,99845,234922,-5843527560008754929
Carmina,Steptoe,Carmina Steptoe,Bachelor,22220,234953,-5815700155941883722
Felicitas,Penna,Felicitas Penna,Master,23904,234972,-5123894410838470117
Kaitlin,Bemiller,Kaitlin Bemiller,Bachelor,78618,234988,-4475689920071470674
Shante,Gaumond,Shante Gaumond,Bachelor,23449,234995,-1732093311104458480
Louetta,Mccarthy,Louetta Mccarthy,Bachelor,33806,235010,5924268122431598029
Lilly,Jarzynka,Lilly Jarzynka,Bachelor,83761,235030,-3121904742898366428
Stepanie,Yovan,Stepanie Yovan,Bachelor,44788,235054,2545434654222155903
Carlo,Monjure,Carlo Monjure,Bachelor,41126,235058,-5508070540689171885
Carlos,Parlee,Carlos Parlee,Bachelor,34236,235063,-1959509344194501928
Phillip,Dirusso,Phillip Dirusso,Bachelor,52583,235092,-3888309739387121735
Markus,Huska,Markus Huska,Bachelor,41546,235102,-3561315885670226343
Candelaria,Nagode,Candelaria Nagode,Bachelor,33171,235185,9074381069933299226
Rivka,Knellinger,Rivka Knellinger,Bachelor,71391,235189,-2429651636624340872
Tamika,Saale,Tamika Saale,Bachelor,51179,235208,1938171582321426727
Nikki,Casaliggi,Nikki Casaliggi,High School or Below,17860,235220,4576118712964539670
Angelic,Tomkiewicz,Angelic Tomkiewicz,Bachelor,37722,235229,5762820194167560621
Dana,Dorminy,Dana Dorminy,High School or Below,27558,235232,-568003649462734035
Eugena,Ostorga,Eugena Ostorga,Bachelor,30535,235258,-4648485287579387923
Tad,Steeb,Tad Steeb,Bachelor,40711,235310,1162788849425960806
Clarita,Cianciola,Clarita Cianciola,Bachelor,28909,235391,-2299253317759925959
Hong,Clouser,Hong Clouser,Bachelor,60021,235428,5036873594948747489
Ayako,Scherzer,Ayako Scherzer,Bachelor,90893,235429,4096541749602623681
Annetta,Wolsted,Annetta Wolsted,Bachelor,53503,235454,3177460660799110617
Winnifred,Grewal,Winnifred Grewal,Doctor,14174,235459,6041272310668928153
Jean,Zeitler,Jean Zeitler,Bachelor,52951,235474,-7060424465565485490
Martina,Rodwell,Martina Rodwell,Bachelor,58414,235506,2100867288448469531
Bong,Diddle,Bong Diddle,Bachelor,55897,235539,3367102699921870967
Jung,Darden,Jung Darden,Bachelor,34865,235561,4815051575898981215
Melvin,Forshaw,Melvin Forshaw,Bachelor,92456,235578,-4381443515019656974
Lana,Latterell,Lana Latterell,Bachelor,89703,235595,3693109180706203022
Beckie,Macchio,Beckie Macchio,Bachelor,56233,235597,1638934537743080680
Felisha,Mciver,Felisha Mciver,Master,26952,235629,-6204867553394791533
Erick,Low,Erick Low,Bachelor,43877,235648,615794797247110226
Laveta,Gowens,Laveta Gowens,Bachelor,24516,235656,3268675951339367112
Davis,Lominy,Davis Lominy,Bachelor,64255,235693,436225648543940538
Kathey,Rocchi,Kathey Rocchi,Bachelor,61385,235695,-2817027373173882549
Tanya,Iba,Tanya Iba,Bachelor,55419,235716,-4173074719755750624
Hassie,Brass,Hassie Brass,Bachelor,97316,235779,913528549573453456
Darcy,Mejias,Darcy Mejias,Bachelor,34640,235808,-620755142086919462
Dillon,Kercado,Dillon Kercado,Bachelor,32555,235836,-8005676894882561216
Linette,Wadusky,Linette Wadusky,Master,21959,235842,-5137269467972266317
Jacquiline,Yonge,Jacquiline Yonge,Bachelor,38772,235843,-660050937472224971
Kasey,Carver,Kasey Carver,Bachelor,32653,235855,7295365912466349845
Dotty,Goldmann,Dotty Goldmann,Bachelor,36121,235857,5469100914968788234
Ima,Ghiloni,Ima Ghiloni,Doctor,13330,235872,-8337148185094319366
Jed,Salmonson,Jed Salmonson,Bachelor,35503,235882,2292931968074086507
Richard,Strogen,Richard Strogen,Bachelor,29286,235885,2977273228228978218
Billie,Wasurick,Billie Wasurick,Bachelor,82210,235889,6301626607154213881
Carina,Lotthammer,Carina Lotthammer,Bachelor,23033,235906,-5238150586668930712
Virgina,Stobbs,Virgina Stobbs,Bachelor,74918,235930,-1606112130820822689
Donna,Kasica,Donna Kasica,Bachelor,93854,235937,6268647594335747246
Mirna,Hasberry,Mirna Hasberry,High School or Below,20588,235973,4142795620302365395
Kisha,Chinnici,Kisha Chinnici,Bachelor,34482,236001,-1523799423540383577
Melynda,Buretta,Melynda Buretta,Bachelor,41005,236003,1689512748897819541
Providencia,Timas,Providencia Timas,Master,19614,236026,-3077015838912992810
Ingrid,Havard,Ingrid Havard,Bachelor,44897,236029,-7013421999587022790
Yuonne,Pacilio,Yuonne Pacilio,High School or Below,12430,236037,-8984626762975324774
Granville,Higginson,Granville Higginson,Bachelor,34148,236093,4620040493130797231
Jonell,Jernejcic,Jonell Jernejcic,Bachelor,62579,236119,217684938799889974
Yolonda,Murrish,Yolonda Murrish,Bachelor,85510,236123,-4695446960008342831
Darby,Suite,Darby Suite,Doctor,10860,236129,7235078053849858563
Belen,Jesus,Belen Jesus,Doctor,12590,236131,5198553950240111908
Divina,Kingrey,Divina Kingrey,Bachelor,52018,236165,2379437355499860795
Frederic,Opatrny,Frederic Opatrny,Bachelor,70301,236171,6481910302415957599
Elin,Poovey,Elin Poovey,Bachelor,77311,236178,1127361872053500630
Lilla,Evetts,Lilla Evetts,Bachelor,40269,236206,-6111765481080274955
Nikki,Tederous,Nikki Tederous,Bachelor,51814,236211,-709319419701306809
Floyd,Evatt,Floyd Evatt,Bachelor,89703,236218,-8910825602593525813
Francisca,Lavear,Francisca Lavear,Doctor,16181,236221,-2170180905289831204
Sharita,Alvarengo,Sharita Alvarengo,Bachelor,91810,236225,3211668408119410307
Theodora,Seagroves,Theodora Seagroves,Bachelor,33190,236232,-5283144738814991583
Gregory,Asar,Gregory Asar,Bachelor,31485,236234,-1887603898543493316
Clarence,Forman,Clarence Forman,Bachelor,32272,236300,6422784947340616884
Adeline,Ortmeyer,Adeline Ortmeyer,Bachelor,73769,236315,647473690458936491
Carole,Chynoweth,Carole Chynoweth,Bachelor,94804,236321,-2937787588487726302
Marty,Martinie,Marty Martinie,Bachelor,23449,236329,-2307801291284517952
Claudio,Souphom,Claudio Souphom,High School or Below,23285,236339,4116732347940961695
Shirley,Stubbs,Shirley Stubbs,Bachelor,48295,236346,-64230951377503610
Delana,Bretado,Delana Bretado,Bachelor,90034,236349,9032279345548959570
Despina,Pritchett,Despina Pritchett,Doctor,16181,236351,410918167280959577
Hayley,Salveson,Hayley Salveson,Bachelor,48784,236354,-815262493525376086
Marlin,Belz,Marlin Belz,Bachelor,20327,236355,1841840913195397402
Audrea,Hedemann,Audrea Hedemann,Bachelor,21604,236372,-829933145861244860
Sana,Dentremont,Sana Dentremont,Doctor,17099,236379,-4250260479825279577
Timmy,Haubrich,Timmy Haubrich,Bachelor,62338,236395,-4787139924628520457
Kathleen,Vonderahe,Kathleen Vonderahe,Doctor,22044,236404,7225294396783823963
Eneida,Kosen,Eneida Kosen,Bachelor,43406,236423,-6953356200307765994
Ludie,Lockery,Ludie Lockery,Bachelor,37399,236439,-3424146349802252709
Rosendo,Apking,Rosendo Apking,Master,19683,236492,-1846945037673882244
Arden,Laverdiere,Arden Laverdiere,Bachelor,31614,236545,-9166194400862973854
Meridith,Cantone,Meridith Cantone,High School or Below,25630,236652,4950379196991959508
Milda,Axe,Milda Axe,Bachelor,85942,236701,-8325895554440467351
Vania,Morreale,Vania Morreale,Bachelor,31562,236709,6351060684226021419
Maryanne,Pullens,Maryanne Pullens,Bachelor,83195,236710,-9095112845881796660
Jone,Gerwin,Jone Gerwin,High School or Below,22520,236733,7777592754100392738
Evalyn,Monserrate,Evalyn Monserrate,Bachelor,86347,236749,502098460511474665
Ok,Vicini,Ok Vicini,Bachelor,95697,236767,2552603538684738903
Georgeanna,Champney,Georgeanna Champney,Bachelor,68009,236816,117441182257812623
Bradley,Giudice,Bradley Giudice,Bachelor,54408,236874,1466433186633991769
Suzy,Rile,Suzy Rile,High School or Below,23650,236896,-5714399949220691573
Chas,Rogens,Chas Rogens,High School or Below,18168,236900,4154445206446678015
Vallie,Eldrige,Vallie Eldrige,Bachelor,38870,236921,5410022188980110644
Ivory,Ren,Ivory Ren,Bachelor,97673,236932,5073241253407439435
Tamra,Hescock,Tamra Hescock,Bachelor,92921,236941,-6520670068893773005
Lizette,Debruler,Lizette Debruler,High School or Below,22520,236954,-3235576506494951941
Lamont,Abes,Lamont Abes,Bachelor,48039,236967,1061046569585171473
Marketta,Shirah,Marketta Shirah,Bachelor,74454,236968,729795673811910378
Justin,Greenly,Justin Greenly,Bachelor,50979,236979,6849169099475458185
Aline,Betenbaugh,Aline Betenbaugh,Bachelor,56701,236990,-5304271418228841152
Jose,Greengo,Jose Greengo,Bachelor,36168,237018,1825820173498123324
So,Netherland,So Netherland,Bachelor,36464,237024,1457467280090981372
Andree,Justian,Andree Justian,Bachelor,72297,237039,-8225777679634115352
Maryalice,Alanko,Maryalice Alanko,Bachelor,56168,237043,5884726708542173535
Elwood,Kernighan,Elwood Kernighan,Bachelor,99517,237080,6674786862955836046
Betty,Lattanzio,Betty Lattanzio,Bachelor,91603,237094,3200247014066345046
Beth,Horabik,Beth Horabik,Bachelor,28264,237105,-4311293767288059364
Corey,Finley,Corey Finley,Bachelor,91890,237106,4803556861355146859
Aurea,Heykoop,Aurea Heykoop,Bachelor,67572,237107,-1380452834856916825
Billy,Ashlin,Billy Ashlin,Bachelor,85721,237148,7035179042381103518
Kena,Maston,Kena Maston,Doctor,12762,237170,7560117929631971520
Minna,Weter,Minna Weter,Master,11828,237197,4532784170592171595
Daniele,Kuakini,Daniele Kuakini,Bachelor,44385,237230,-4597318181077922076
Adam,Boner,Adam Boner,Bachelor,79674,237303,-4939498006344943606
Boyd,Flaggs,Boyd Flaggs,Bachelor,83235,237312,-7797484878033462329
Georgetta,Albarez,Georgetta Albarez,Bachelor,40171,237318,-2617541722852485232
Hiram,Homrich,Hiram Homrich,Bachelor,44656,237319,-5269566970996433929
Melida,Beran,Melida Beran,Bachelor,67282,237323,-8581753895722819072
Pamela,Moscaritolo,Pamela Moscaritolo,Bachelor,41195,237325,534320924277850495
Carolee,Manigold,Carolee Manigold,Bachelor,26848,237357,5909412194576279074
Emilee,Vanscoik,Emilee Vanscoik,Bachelor,74057,237391,7650360433096736375
Lura,Hagee,Lura Hagee,Bachelor,33738,237426,8744316558199230051
Stanton,Masar,Stanton Masar,High School or Below,10269,237427,-2720362186577005832
Erline,Zich,Erline Zich,Bachelor,22497,237434,1963325212853795518
Marty,Traves,Marty Traves,Bachelor,37840,237448,-2087332203930492345
Carole,Brouillard,Carole Brouillard,Bachelor,43860,237463,-3321106992105453008
Margart,Dominique,Margart Dominique,Bachelor,59965,237474,-7184573192843185383
Noella,Foggie,Noella Foggie,Bachelor,56342,237492,6259581493041933892
Barrett,Ouch,Barrett Ouch,Bachelor,75497,237533,4752971272958305885
Elouise,Friese,Elouise Friese,Bachelor,96950,237586,3230083834423965280
Abbie,Stanier,Abbie Stanier,Bachelor,79452,237606,188489896179137041
Noel,Paluck,Noel Paluck,High School or Below,20943,237622,-29749717582577639
Golda,Zurcher,Golda Zurcher,Bachelor,91811,237632,-8505799580120884564
Jone,Dyson,Jone Dyson,Bachelor,52774,237650,-5609906562064508671
Alfonzo,Vallee,Alfonzo Vallee,Bachelor,60087,237651,-4552750192278874085
Carisa,Grand,Carisa Grand,High School or Below,12430,237677,-5189840524840003833
Madalyn,Althauser,Madalyn Althauser,Bachelor,28204,237684,-8097591611622166264
Cleta,Looft,Cleta Looft,Bachelor,67952,237716,-4195424921707298072
Norris,Station,Norris Station,Bachelor,33409,237762,3951116555625921707
Lashawnda,Gewinner,Lashawnda Gewinner,Bachelor,85756,237770,561622742025781271
Nicolette,Necessary,Nicolette Necessary,Bachelor,55897,237830,2517317186318108016
Catherine,Kemmis,Catherine Kemmis,Bachelor,79751,237844,-83583475462511510
Bee,Bruggman,Bee Bruggman,Bachelor,34990,237858,6033366331541875102
Eura,Fetherolf,Eura Fetherolf,Bachelor,29628,237859,27325495694045379
Paola,Burgueno,Paola Burgueno,Bachelor,35895,237863,-7499158206485332611
Kareem,Bania,Kareem Bania,High School or Below,23285,237866,-5012753163391152757
Alberto,Serena,Alberto Serena,Bachelor,73054,237888,-5887686898070102491
Molly,Hochadel,Molly Hochadel,Bachelor,31796,237916,-8078670113307423594
Latonya,Furguson,Latonya Furguson,Bachelor,67895,237941,3147694688256203016
Justa,Minari,Justa Minari,Bachelor,84498,237961,7567234967544932915
Krishna,Kopelman,Krishna Kopelman,Bachelor,65629,237980,864367103680176750
Ed,Barben,Ed Barben,Bachelor,88059,238006,5136166537414844634
Emmie,Krise,Emmie Krise,Bachelor,97658,238063,3065680290531512885
Therese,Basara,Therese Basara,Bachelor,30431,238066,8268070210291267238
Chris,Tushoski,Chris Tushoski,Bachelor,64125,238116,-4537234203383019982
Aundrea,Difranco,Aundrea Difranco,Bachelor,60230,238119,662888969631256192
Myles,Stefanik,Myles Stefanik,Bachelor,74960,238154,-5555511073696145321
Hildegard,Frigge,Hildegard Frigge,Bachelor,97742,238183,-7790671040047112868
Greta,Jodway,Greta Jodway,Bachelor,40602,238193,-954174193176523978
Ladawn,Mettle,Ladawn Mettle,Bachelor,21636,238194,6000195665330137756
Aaron,Naber,Aaron Naber,Bachelor,73345,238233,3399020618923205950
Charlette,Paules,Charlette Paules,Bachelor,84450,238275,-2690790046943562645
Maryann,Gilcrest,Maryann Gilcrest,Bachelor,36268,238340,-7720999672442082960
Raelene,Similton,Raelene Similton,Bachelor,55761,238347,6005058135259347629
Toshia,Skrzypinski,Toshia Skrzypinski,Bachelor,65196,238367,1729008403371073350
Randolph,Zamudio,Randolph Zamudio,Bachelor,77627,238377,-5062257419898106275
Tamekia,Cubeta,Tamekia Cubeta,Bachelor,21235,238380,-7577846288057168408
Alphonse,Monsegur,Alphonse Monsegur,Bachelor,34498,238396,6388233008741457873
Erinn,Lindall,Erinn Lindall,Bachelor,24188,238400,-6469208884817453732
Curtis,Mackley,Curtis Mackley,Bachelor,79632,238434,7762130716304251064
Olene,Mazzacano,Olene Mazzacano,Bachelor,73903,238442,3598105726063745841
Vania,Jessie,Vania Jessie,Bachelor,96314,238477,-2528574646184254243
Jimmy,Wassermann,Jimmy Wassermann,Bachelor,75644,238525,4270898063904695481
Codi,Loew,Codi Loew,Bachelor,44279,238542,-2021120954477372899
Yoko,Maruska,Yoko Maruska,Bachelor,60021,238556,-8813587132850679346
Carrol,Esmiol,Carrol Esmiol,Bachelor,40082,238560,5164735544240157448
Livia,Paltanavage,Livia Paltanavage,Bachelor,32437,238574,-2354981287164148723
Eldon,Riggert,Eldon Riggert,Bachelor,31991,238606,8150970907456679086
Fausto,Santoy,Fausto Santoy,Bachelor,81082,238607,2868938507278795641
Elois,Hegdahl,Elois Hegdahl,Bachelor,96018,238623,3980335599531506318
Sandra,Dimitrov,Sandra Dimitrov,Bachelor,27289,238630,5662081563015838804
Bobby,Wigren,Bobby Wigren,Bachelor,85871,238640,-234695387482504685
Maud,Schroyer,Maud Schroyer,Bachelor,63977,238647,-9214943978307377159
Norberto,Andere,Norberto Andere,Bachelor,32238,238649,7221952079151805944
Kendall,Bonavita,Kendall Bonavita,Doctor,11811,238719,-590841652353458522
Dara,Desroches,Dara Desroches,Bachelor,44891,238743,649134191249289370
Shela,Gelston,Shela Gelston,Bachelor,87747,238750,-553786062452707986
Briana,Jannett,Briana Jannett,Master,12902,238753,-268321931150306511
Ellis,Shirk,Ellis Shirk,Bachelor,47528,238763,9162728243584871217
Shante,Svrcek,Shante Svrcek,Bachelor,24860,238765,49523154824060374
Rachel,Jellerson,Rachel Jellerson,Bachelor,84581,238772,-2783581117958480610
Kristal,Kowalik,Kristal Kowalik,Bachelor,96668,238796,-4904006109096639739
Florence,Greenawalt,Florence Greenawalt,Bachelor,48054,238850,-3423173913780098468
Sanjuanita,Viney,Sanjuanita Viney,Bachelor,28919,238894,8885895194154941246
Letha,Hernon,Letha Hernon,Doctor,15413,238901,8216295117904292589
Tina,Monfort,Tina Monfort,Bachelor,24254,238931,-2775515798500237211
Arnulfo,Ruden,Arnulfo Ruden,Bachelor,67371,238939,3374390013324953233
Dorine,Krakowsky,Dorine Krakowsky,Bachelor,65186,238979,8319435087845459592
Kizzie,Spilde,Kizzie Spilde,Bachelor,70059,239021,-8455215551154506940
Fermin,Brigham,Fermin Brigham,Bachelor,25632,239027,1921333165777043431
Lawerence,Pauley,Lawerence Pauley,Bachelor,73858,239047,34433423886902162
Debby,Floor,Debby Floor,Bachelor,59207,239110,6662482046473329970
Jeffery,Laurie,Jeffery Laurie,Master,25251,239115,2710261038305014984
Tillie,Michienzi,Tillie Michienzi,Bachelor,79251,239139,-6773446324966472635
Lorrine,Ozment,Lorrine Ozment,Bachelor,26893,239142,4925311016153693324
Jc,Kreager,Jc Kreager,Bachelor,89129,239167,8940260359575988026
Hettie,Horaney,Hettie Horaney,Bachelor,99961,239182,-2168183474782976173
Cassondra,Mcquarrie,Cassondra Mcquarrie,Bachelor,36523,239191,-5467167607280346618
Forrest,Sinning,Forrest Sinning,Bachelor,66152,239221,-8920441899425366631
Stephania,Salvo,Stephania Salvo,Bachelor,24188,239265,2930528007875014384
Jacques,Gillece,Jacques Gillece,Bachelor,98235,239276,1956259636380632130
Darron,Mohammad,Darron Mohammad,High School or Below,12617,239291,4138453900221751379
Ezekiel,Shults,Ezekiel Shults,High School or Below,14072,239396,7282758447780940284
Mercedes,Leafe,Mercedes Leafe,Bachelor,52443,239455,-6640683101675601154
Sigrid,Meltz,Sigrid Meltz,Bachelor,87796,239457,-5694763409027248584
Jamee,Jaeger,Jamee Jaeger,Bachelor,45039,239474,4808108107486854954
Titus,Kainz,Titus Kainz,Bachelor,33806,239476,6400426431069296716
Kasey,Frieson,Kasey Frieson,High School or Below,19121,239490,2379513964874781278
Gail,Prosperie,Gail Prosperie,Bachelor,40867,239525,-8021955810680584624
Digna,Belhumeur,Digna Belhumeur,Bachelor,68568,239605,8867221795663470206
Athena,Corsino,Athena Corsino,Bachelor,92717,239606,-3894892644858736813
Jade,Hoskinson,Jade Hoskinson,Bachelor,79751,239610,2380835682489886068
Keena,Jayo,Keena Jayo,Bachelor,53333,239616,9106690759561547853
Marsha,Hillock,Marsha Hillock,Bachelor,61900,239625,2921721210749722895
Jamal,Delrossi,Jamal Delrossi,High School or Below,12048,239638,-5303685253317661315
Norman,Mcivor,Norman Mcivor,Bachelor,49825,239639,-3062770711927466968
Marisol,Boryszewski,Marisol Boryszewski,Doctor,11904,239640,-4922228186401698877
Francesco,Prust,Francesco Prust,Bachelor,98693,239669,-2417486010586978298
Hortense,Bridegroom,Hortense Bridegroom,Bachelor,84106,239718,-6439617153708305484
Tinisha,Blafield,Tinisha Blafield,Doctor,16181,239722,5794341271936803344
Rick,Strickler,Rick Strickler,Master,24910,239732,-4685325765386747094
Doyle,Dallas,Doyle Dallas,Bachelor,34948,239737,-2170455162405800662
Sacha,Kagimoto,Sacha Kagimoto,Bachelor,64825,239763,-6388077909529644930
Golden,Riley,Golden Riley,Bachelor,34148,239771,-1973517545522899203
Mora,Huh,Mora Huh,Bachelor,77748,239772,475738486511401804
Fidela,Ricaud,Fidela Ricaud,Bachelor,81565,239808,-989361095039100273
Cordell,Wal,Cordell Wal,Bachelor,23222,239832,-8470331420132847683
Muoi,Wells,Muoi Wells,Bachelor,57134,239843,-8646938873397392669
Tynisha,Denmark,Tynisha Denmark,Bachelor,34495,239871,1868424282727487687
Elna,Hamiel,Elna Hamiel,Bachelor,60920,239880,-4312866483201707556
Gita,Saniatan,Gita Saniatan,Bachelor,97131,239901,8695234021456829380
Tennille,Bursley,Tennille Bursley,Bachelor,30525,239913,2561560938484498432
Allie,Broody,Allie Broody,Bachelor,93272,239933,-5924338958996433880
Genoveva,Therien,Genoveva Therien,Bachelor,44368,239955,-4934637570792034873
Leonard,Croissant,Leonard Croissant,Bachelor,33806,239969,2337485773686099536
Doreen,Quintas,Doreen Quintas,Doctor,22594,239970,-5539375393597629979
Taylor,Baer,Taylor Baer,Bachelor,65252,239990,2891942364219105422
Laure,Semidey,Laure Semidey,Bachelor,70973,240015,-5184541591874628461
Yuriko,Cantrall,Yuriko Cantrall,Bachelor,99316,240021,-2070097957109978376
Phylicia,Spurbeck,Phylicia Spurbeck,Bachelor,26047,240023,-4128365028976692597
Nikki,Worf,Nikki Worf,Bachelor,95782,240044,-6063315569859483150
Arminda,Belvin,Arminda Belvin,Bachelor,58518,240071,1851698669432524282
Emil,Ginnings,Emil Ginnings,Bachelor,70263,240105,1604216635040664384
Tracie,Mcnichols,Tracie Mcnichols,Bachelor,34612,240122,-3157883751049010651
Daniel,Defelice,Daniel Defelice,Bachelor,36631,240132,7215242442639552512
Romaine,Alsaqri,Romaine Alsaqri,Bachelor,28909,240135,-5898033595616021162
Colene,Cavin,Colene Cavin,Bachelor,66795,240141,8190588630417994150
Odette,Posadas,Odette Posadas,Bachelor,40463,240143,807568109266955274
Joey,Sam,Joey Sam,Bachelor,29066,240151,-6310608580202495985
Larae,Gallagos,Larae Gallagos,Bachelor,87403,240167,-8111089109824921363
Kenda,Kenndy,Kenda Kenndy,Bachelor,74608,240176,4343582135532647028
